           * /home/bhawarth/esim-workspace/smart_lock/smart_lock.cir
           Transient Analysis  Sat Mar  5 20:24:16  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-09	0.000000e+00	-2.50000e-08	0.000000e+00	
2	2.000000e-09	0.000000e+00	-5.00000e-08	0.000000e+00	
3	4.000000e-09	0.000000e+00	-1.00000e-07	0.000000e+00	
4	8.000000e-09	0.000000e+00	-2.00000e-07	0.000000e+00	
5	1.600000e-08	0.000000e+00	-4.00000e-07	0.000000e+00	
6	3.200000e-08	0.000000e+00	-8.00000e-07	0.000000e+00	
7	6.400000e-08	0.000000e+00	-1.60000e-06	0.000000e+00	
8	1.000000e-07	0.000000e+00	-2.50000e-06	0.000000e+00	
9	1.064000e-07	0.000000e+00	-2.66000e-06	0.000000e+00	
10	1.192000e-07	0.000000e+00	-2.98000e-06	0.000000e+00	
11	1.448000e-07	0.000000e+00	-3.62000e-06	0.000000e+00	
12	1.960000e-07	0.000000e+00	-4.90000e-06	0.000000e+00	
13	2.984000e-07	0.000000e+00	-7.46000e-06	0.000000e+00	
14	5.032000e-07	0.000000e+00	-1.25800e-05	0.000000e+00	
15	9.128000e-07	0.000000e+00	-2.28200e-05	0.000000e+00	
16	1.732000e-06	0.000000e+00	-4.33000e-05	0.000000e+00	
17	3.370400e-06	0.000000e+00	-8.42600e-05	0.000000e+00	
18	6.647200e-06	0.000000e+00	-1.66180e-04	0.000000e+00	
19	1.320080e-05	0.000000e+00	-3.30020e-04	0.000000e+00	
20	2.630800e-05	0.000000e+00	-6.57700e-04	0.000000e+00	
21	5.252240e-05	0.000000e+00	-1.31306e-03	0.000000e+00	
22	1.000000e-04	0.000000e+00	-2.50000e-03	0.000000e+00	
23	1.052429e-04	0.000000e+00	-2.50000e-03	0.000000e+00	
24	1.157286e-04	0.000000e+00	-2.50000e-03	0.000000e+00	
25	1.367002e-04	0.000000e+00	-2.50000e-03	0.000000e+00	
26	1.786432e-04	0.000000e+00	-2.50000e-03	0.000000e+00	
